case_id,case_type,problem_category,dice_score,baseline_volume,gt_volume,volume_ratio,num_components_baseline,num_components_gt,largest_component_baseline,largest_component_gt,fragmentation_baseline,compactness,com_distance,shape
DUKE_414,OTHER,EXCELLENT,0.8556462877404104,16799,20429,0.822311420040139,4,183,16680,19557,0.23810941127448063,0.003225089309574785,2.5954230775003073,"[512, 512, 176]"
DUKE_420,OTHER,EXCELLENT,0.9721825876662636,163393,167407,0.976022508019378,2,9,163300,167393,0.012240426456457744,0.20672322066814694,0.27860282726770974,"[320, 320, 160]"
DUKE_424,OTHER,MODERATE,0.5415472779369628,12872,6672,1.9292565947242206,6,1,6931,6672,0.4661280298321939,0.005008640215661028,147.51464948844372,"[512, 512, 170]"
DUKE_428,OTHER,MODERATE,0.5510464251566982,10471,8355,1.2532615200478756,5,14,5197,8329,0.47750931143157294,0.0030425580384435677,60.7266988099536,"[448, 448, 160]"
DUKE_431,OTHER,MODERATE,0.3302611367127496,3166,740,4.278378378378378,27,1,1325,740,8.528111181301327,0.002759820637809717,54.885491715189275,"[320, 320, 160]"
DUKE_438,OTHER,POOR,0.18378177078484312,37039,5925,6.251308016877637,3,74,28760,5227,0.08099570722751694,0.007677065391542978,96.97327857853945,"[512, 512, 162]"
DUKE_457,OTHER,GOOD,0.7890961262553802,2829,4141,0.6831683168316832,4,44,2825,3984,1.4139271827500883,0.27573099415204677,1.619696174218721,"[320, 320, 160]"
DUKE_470,OTHER,GOOD,0.6700313637838422,16606,11133,1.491601544956436,8,1,10621,11133,0.48175358304227384,0.002694834278889221,26.251184173441732,"[512, 512, 200]"
DUKE_480,OTHER,EXCELLENT,0.8282382870468518,25047,22123,1.1321701396736428,8,9,20113,22097,0.3193995288856949,0.013112555322764553,52.86830384759427,"[512, 512, 176]"
DUKE_482,OTHER,GOOD,0.7860600193610843,2162,3003,0.71994671994672,1,1,2162,3003,0.46253469010175763,0.1843137254901961,1.7278115533444265,"[448, 448, 208]"
DUKE_508,OTHER,GOOD,0.782258064516129,26060,30980,0.841187863137508,6,91,23312,30426,0.23023791250959325,0.07581576129963227,16.15613386424474,"[512, 512, 174]"
DUKE_514,OTHER,EXCELLENT,0.8100282485875706,11649,8175,1.424954128440367,8,7,9078,8154,0.6867542278307152,0.012543340152901906,51.2095635249515,"[512, 512, 174]"
DUKE_525,OTHER,EXCELLENT,0.9627787766344057,12707,13434,0.9458835789787108,1,11,12707,13408,0.07869678130164476,0.42712605042016805,0.11515438419255691,"[512, 512, 196]"
DUKE_539,OTHER,GOOD,0.7559314922184925,50679,54185,0.9352957460551813,55,299,36493,51528,1.0852621401369402,0.02423302029340321,3.323182290423541,"[512, 512, 182]"
DUKE_541,OTHER,EXCELLENT,0.9048105142273829,7930,7744,1.0240185950413223,4,1,7905,7744,0.5044136191677175,0.009262633624878523,0.7046147402596021,"[448, 448, 160]"
DUKE_559,OTHER,MODERATE,0.3907744146865741,66382,19683,3.372554996697658,4,1,49137,19683,0.06025729866530083,0.06428159876050064,175.19674467164617,"[448, 448, 160]"
DUKE_560,OTHER,EXCELLENT,0.8390697674418605,30069,22606,1.3301335928514553,20,3,24224,22604,0.6651368519072799,0.003268334039847393,64.72179126758006,"[512, 512, 142]"
DUKE_562,OTHER,EXCELLENT,0.9382318618969056,24780,24922,0.9943022229355589,2,10,24083,24905,0.08071025020177562,0.006030231463061182,7.687776363304189,"[448, 448, 208]"
DUKE_567,OTHER,GOOD,0.7211699832174538,45692,33557,1.3616235062729087,7,74,28748,33278,0.1531996848463626,0.004851303286085895,123.00150117106416,"[512, 512, 190]"
DUKE_568,OTHER,EXCELLENT,0.8541424802110817,8493,10457,0.8121832265468107,3,11,8488,10440,0.35323207347227126,0.008913746670333062,3.2430651167493427,"[448, 448, 160]"
DUKE_573,OTHER,GOOD,0.6562937606970592,11805,7476,1.5790529695024078,7,10,7257,7431,0.5929690808979247,0.004950488821456564,122.11984043806427,"[512, 512, 174]"
DUKE_585,OTHER,GOOD,0.7469038317679328,6013,6018,0.9991691591890993,2,61,5077,5773,0.3326126725428239,0.2502913752913753,2.563014925069301,"[512, 512, 144]"
DUKE_592,OTHER,GOOD,0.7888013164732375,74764,63788,1.1720699818147613,13,49,60808,61842,0.17388047723503292,0.026958710955050307,48.64543557442277,"[512, 512, 160]"
DUKE_605,OTHER,EXCELLENT,0.8317661488143908,8317,11251,0.7392231801617634,1,16,8317,11220,0.12023566189731874,0.46672278338945006,1.9888929422672057,"[448, 448, 160]"
DUKE_609,OTHER,EXCELLENT,0.8645595032447827,11158,10261,1.087418380274827,1,1,11158,10261,0.08962179602079226,0.27314565483476133,1.4486332926147192,"[512, 512, 168]"
DUKE_614,OTHER,GOOD,0.6249200109699241,4688,6251,0.7499600063989762,31,20,3463,6214,6.612627986348123,0.008655514936671467,37.08889386640481,"[320, 320, 144]"
DUKE_615,OTHER,EXCELLENT,0.8323147440794499,5967,4505,1.3245283018867924,2,4,5044,4501,0.33517680576504105,0.020108783565189258,40.44557644995928,"[512, 512, 200]"
DUKE_640,OTHER,GOOD,0.7863769817968291,4793,3722,1.2877485222998388,3,1,4069,3722,0.6259127894846651,0.00833043659621802,27.590865624977546,"[512, 512, 142]"
DUKE_642,OTHER,EXCELLENT,0.9030247955342074,4009,3694,1.0852734163508393,2,8,3879,3678,0.49887752556747317,0.005302910052910053,7.711478138836629,"[512, 512, 156]"
DUKE_651,OTHER,POOR,0.17984496124031008,1719,216,7.958333333333333,5,4,950,213,2.9086678301337985,0.006588024282560706,51.63266471843529,"[320, 320, 160]"
DUKE_663,OTHER,EXCELLENT,0.9455375281774413,18410,17523,1.0506191862124066,1,11,18410,17512,0.054318305268875614,0.33409552845528456,0.32991632425181444,"[512, 512, 160]"
DUKE_670,OTHER,GOOD,0.7641073080481036,5486,4243,1.2929530992222484,2,8,3970,4230,0.36456434560699963,0.0008717899822018816,89.70293199637808,"[512, 512, 148]"
DUKE_687,OTHER,EXCELLENT,0.8973712639539071,5670,5438,1.0426627436557558,1,7,5670,5426,0.1763668430335097,0.39901477832512317,0.5363520006180558,"[512, 512, 176]"
DUKE_691,OTHER,POOR,0.14716945423576447,23423,61119,0.3832359822641077,2,122,16708,60527,0.08538615890364172,0.04212891018446574,68.60881000596993,"[512, 512, 146]"
DUKE_718,OTHER,MODERATE,0.5320609904688158,60642,27175,2.231536338546458,11,98,35291,26839,0.18139243428646812,0.060773757506273604,115.97806142786523,"[448, 448, 128]"
DUKE_754,OTHER,MODERATE,0.5846063454759107,17745,9487,1.8704543058922736,5,42,8215,9395,0.28176951253874327,0.010173718610251119,77.07543803093706,"[448, 448, 208]"
DUKE_757,OTHER,EXCELLENT,0.947547974413646,14710,15775,0.9324881141045959,1,21,14710,15737,0.06798096532970768,0.44414251207729466,0.26970532309690376,"[512, 512, 182]"
DUKE_775,OTHER,EXCELLENT,0.8361217395653587,20239,19748,1.0248632772939033,5,14,20015,19728,0.2470477790404664,0.13689799783549783,1.9539354879641506,"[512, 512, 192]"
DUKE_780,OTHER,EXCELLENT,0.8483186607013999,3729,3200,1.1653125,5,2,3642,3199,1.3408420488066506,0.004044117647058824,4.645003653350051,"[448, 448, 208]"
DUKE_789,OTHER,MODERATE,0.32003474592045666,39215,9136,4.292359894921191,12,26,29791,9079,0.3060053550937141,0.014375,229.70643668184158,"[512, 512, 186]"
DUKE_799,OTHER,EXCELLENT,0.9235758835758836,12105,11945,1.0133947258267058,10,1,11623,11945,0.8261049153242461,0.02047357293868922,7.195634758078889,"[448, 448, 176]"
DUKE_817,OTHER,MODERATE,0.47854407642809205,31407,69917,0.4492040562381109,8,29,24380,69470,0.2547202852867195,0.004845570299880122,57.50419950538994,"[512, 512, 156]"
DUKE_832,OTHER,EXCELLENT,0.8208300758013529,12189,17230,0.7074289030760301,1,21,12189,17193,0.0820411846747067,0.43575718575718575,3.4669242551698076,"[512, 512, 158]"
DUKE_836,OTHER,GOOD,0.6966498393758604,2532,1826,1.3866374589266155,1,3,2532,1824,0.3949447077409163,0.5135902636916836,1.7932370115802438,"[512, 512, 142]"
DUKE_839,OTHER,GOOD,0.7859850455619807,26537,40734,0.6514705160308342,1,35,26537,40646,0.03768323472886913,0.27130617920091604,0.8756901484481007,"[512, 512, 172]"
DUKE_847,OTHER,VERY_POOR,0.0,6943,5929,1.1710237814133917,1,4,6943,5926,0.14402995823131212,0.5247921390778534,96.9689171911698,"[448, 448, 160]"
DUKE_869,OTHER,EXCELLENT,0.8937264947947894,43912,47823,0.9182192668799531,1,51,43912,47673,0.02277281836400073,0.41844863731656184,1.2171440254422439,"[512, 512, 168]"
DUKE_882,OTHER,EXCELLENT,0.8930606771706336,10839,10042,1.0793666600278828,1,2,10839,10041,0.09225943352707815,0.22874327318771764,0.32782121428398986,"[512, 512, 172]"
DUKE_883,OTHER,MODERATE,0.53383381675482,21163,8142,2.5992385163350527,2,3,13030,8140,0.09450455984501252,0.05278925207535121,54.55622892134082,"[448, 448, 160]"
DUKE_915,OTHER,GOOD,0.7516281158769369,79178,63318,1.2504816955684008,12,48,58953,63045,0.15155725075147136,0.0417705725793901,54.19696836568352,"[512, 512, 160]"
ISPY1_1005,ISPY,EXCELLENT,0.8327036331889791,53616,47755,1.1227306041252225,28,29,52767,47091,0.5222321695016413,0.15090346186321418,3.615440028302394,"[256, 256, 60]"
