case_id,case_type,problem_category,dice_score,baseline_volume,gt_volume,volume_ratio,num_components_baseline,num_components_gt,largest_component_baseline,largest_component_gt,fragmentation_baseline,compactness,com_distance,shape
ISPY1_1007,ISPY,GOOD,0.788631074123704,5911,8268,0.7149250120948234,2,1,5750,8268,0.3383522246658772,0.23712291399229782,1.1117738997845996,"[256, 256, 64]"
ISPY1_1017,ISPY,EXCELLENT,0.8485903573673775,9301,11378,0.8174547372121638,1,2,9301,11376,0.10751532093323299,0.461359126984127,1.2660620739944797,"[256, 256, 60]"
ISPY1_1027,ISPY,EXCELLENT,0.9249782419495213,16222,18248,0.8889741341516879,1,3,16222,18244,0.06164468006411046,0.5118318924717612,0.9203567785699324,"[256, 256, 56]"
ISPY1_1036,ISPY,GOOD,0.7610178867785359,8850,12842,0.6891449929917458,3,2,8841,12804,0.33898305084745767,0.1370308435525827,4.777593042254798,"[256, 256, 60]"
ISPY1_1040,ISPY,EXCELLENT,0.9571522842254568,66345,65494,1.012993556661679,1,6,66345,65385,0.015072725902479463,0.30838632307005803,0.4135021269159198,"[256, 256, 64]"
ISPY1_1042,ISPY,EXCELLENT,0.811745416604561,3879,2830,1.370671378091873,1,2,3879,2811,0.25779840164990975,0.3110665597433841,1.5730556771798085,"[256, 256, 64]"
ISPY1_1051,ISPY,EXCELLENT,0.8460955542725174,25500,29924,0.8521588022991579,6,3,25449,29895,0.23529411764705882,0.23795526441029086,2.6213187580261463,"[256, 256, 60]"
ISPY1_1053,ISPY,GOOD,0.7426751592356687,1883,1257,1.498011137629276,1,1,1883,1257,0.5310674455655868,0.5337301587301587,1.6337317838760386,"[256, 256, 64]"
ISPY1_1072,ISPY,GOOD,0.7780721118469462,7726,5864,1.3175306957708048,3,2,7723,5840,0.38829924928811804,0.22623056425873328,0.9307703374652978,"[256, 256, 64]"
ISPY1_1074,ISPY,GOOD,0.7524530417717971,1907,1660,1.1487951807228916,1,2,1907,1659,0.5243838489774515,0.2952012383900929,1.0401110556724444,"[256, 256, 64]"
ISPY1_1082,ISPY,GOOD,0.7848871213007369,4097,4452,0.9202605570530099,1,4,4097,4414,0.24408103490358796,0.2273837273837274,2.9014516766077945,"[256, 256, 64]"
ISPY1_1084,ISPY,EXCELLENT,0.8755853135530174,35677,32876,1.085198929310135,2,1,31061,32876,0.05605852510020461,0.10072557876905704,14.491949071309811,"[256, 256, 54]"
ISPY1_1087,ISPY,EXCELLENT,0.8651087832393232,6455,5955,1.0839630562552476,2,2,6318,5944,0.30983733539891556,0.08980994518184601,1.8884580750852387,"[256, 256, 62]"
ISPY1_1089,ISPY,EXCELLENT,0.8524614146733962,116317,116090,1.0019553794469809,8,18,116021,115843,0.06877756475837582,0.2242601268629379,3.061583710685603,"[256, 256, 60]"
ISPY1_1090,ISPY,EXCELLENT,0.83175557225144,9873,10092,0.9782996432818074,2,1,9625,10092,0.20257267294641954,0.19477982954545456,1.2721631768990804,"[256, 256, 64]"
ISPY1_1094,ISPY,EXCELLENT,0.837582056892779,18457,18103,1.0195547699276364,2,2,18409,18092,0.10835997182640732,0.16440418292270145,3.1703772051126493,"[256, 256, 60]"
ISPY1_1097,ISPY,EXCELLENT,0.9131530320846631,21184,20487,1.0340215746570995,1,2,21184,20479,0.04720543806646525,0.47285714285714286,0.7140010263104708,"[256, 256, 64]"
ISPY1_1101,ISPY,GOOD,0.6174131798860711,24282,44884,0.5409945637643704,2,21,24275,44554,0.08236553825879252,0.17387008076989174,11.351483740707613,"[256, 256, 60]"
ISPY1_1103,ISPY,GOOD,0.7257465253887436,6595,7939,0.8307091573246,1,6,6595,7933,0.1516300227445034,0.40042501517911355,6.374562363319361,"[512, 512, 44]"
ISPY1_1114,ISPY,EXCELLENT,0.8345072855920175,78617,109494,0.7180028129395218,2,1,78610,109494,0.0254397903761273,0.3930358705161855,2.8029935764539617,"[512, 512, 44]"
ISPY1_1139,ISPY,EXCELLENT,0.8574048459039834,103464,89565,1.1551833863674426,12,18,103401,89140,0.1159823706796567,0.2140622672426635,1.2402749036804817,"[256, 256, 64]"
ISPY1_1140,ISPY,MODERATE,0.5238579895827097,23462,9944,2.359412711182623,9,17,22731,7615,0.38359901116699346,0.09215529160382102,20.821090950389255,"[256, 256, 60]"
ISPY1_1141,ISPY,EXCELLENT,0.9181143202245196,28705,27593,1.0403000761062589,8,2,28685,27588,0.27869709109911167,0.19114493853796263,0.2752056669423719,"[256, 256, 50]"
ISPY1_1145,ISPY,EXCELLENT,0.8860429645291027,127594,128757,0.9909674813796532,14,12,127096,128598,0.10972302772857659,0.18496387526238273,2.3486313804363914,"[256, 256, 66]"
ISPY1_1148,ISPY,EXCELLENT,0.8520018841262365,5273,5342,0.987083489329839,1,1,5273,5342,0.1896453631708705,0.30322024151811383,0.8008363335495761,"[256, 256, 64]"
ISPY1_1149,ISPY,GOOD,0.7517802644964394,2386,3512,0.679384965831435,1,1,2386,3512,0.4191114836546521,0.46026234567901236,1.8981570357686768,"[256, 256, 64]"
ISPY1_1150,ISPY,EXCELLENT,0.8880354505169867,19344,17891,1.081214018221452,4,7,19285,17845,0.20678246484698096,0.23808293025144925,1.1375440312848708,"[256, 256, 64]"
ISPY1_1151,ISPY,EXCELLENT,0.887408610885459,3389,2766,1.225234996384671,1,2,3389,2756,0.29507229271171437,0.5217056650246306,0.2677004202875954,"[256, 256, 64]"
ISPY1_1156,ISPY,EXCELLENT,0.8038432047838733,103334,130117,0.7941621771175174,15,1,102843,130117,0.145160353804169,0.15729020159399906,7.597338385159262,"[512, 512, 44]"
ISPY1_1159,ISPY,EXCELLENT,0.9429968257856436,49975,48002,1.041102454064414,1,1,49975,48002,0.02001000500250125,0.37688536953242835,0.7651366839768646,"[256, 256, 64]"
ISPY1_1160,ISPY,GOOD,0.6263342453084659,11447,14504,0.7892305570877,3,3,8448,14502,0.2620774001921901,0.012708609036246236,43.37849871481398,"[256, 256, 240]"
ISPY1_1161,ISPY,EXCELLENT,0.920172234148056,38698,40961,0.9447523253826811,1,1,38698,40961,0.025841128740503386,0.29574095727201166,0.9673263012474264,"[256, 256, 60]"
ISPY1_1164,ISPY,EXCELLENT,0.936536779056464,7359,7500,0.9812,1,1,7359,7500,0.1358880282647099,0.3982142857142857,0.3148184067660214,"[256, 256, 64]"
ISPY1_1167,ISPY,GOOD,0.6331148667796181,63444,102409,0.6195158628636155,15,26,54289,102210,0.23642897673538868,0.038434137830764756,20.34746723183493,"[256, 256, 240]"
ISPY1_1169,ISPY,EXCELLENT,0.9538417195091823,23907,24665,0.9692681937968781,1,1,23907,24665,0.04182875308487054,0.609996938150643,1.3696728487571728,"[512, 512, 44]"
ISPY1_1173,ISPY,EXCELLENT,0.8763665079090887,80359,81733,0.9831891647192689,7,8,80347,81706,0.08710909792307023,0.19649214608477925,2.0006527535038523,"[256, 256, 60]"
ISPY1_1175,ISPY,EXCELLENT,0.9516812658943204,57313,55935,1.0246357379100741,1,7,57313,55924,0.017448048435782456,0.43893790399166743,0.44592157544754873,"[256, 256, 64]"
ISPY1_1176,ISPY,EXCELLENT,0.9101860687022901,8626,8142,1.0594448538442642,1,1,8626,8142,0.1159285879897983,0.31010928961748635,0.6783118798183266,"[256, 256, 58]"
ISPY1_1179,ISPY,EXCELLENT,0.8796115532862793,20162,19792,1.0186944219886822,1,3,20162,19757,0.049598254141454225,0.4709317263448018,1.5476901477045637,"[512, 512, 44]"
ISPY1_1180,ISPY,EXCELLENT,0.9085271317829458,3688,4052,0.910167818361303,1,1,3688,4052,0.27114967462039047,0.5880102040816326,0.8881361387881859,"[256, 256, 52]"
ISPY1_1181,ISPY,GOOD,0.7925453573044802,54512,67023,0.8133327365232831,8,29,54227,66831,0.146756677428823,0.10654532945554618,4.742738127548767,"[256, 256, 64]"
ISPY1_1183,ISPY,GOOD,0.7843936965388094,50438,75588,0.6672752288723077,9,3,50253,75573,0.17843689281890637,0.2057954693824259,1.1476625927116362,"[512, 512, 44]"
ISPY1_1187,ISPY,EXCELLENT,0.9308706698390934,60636,63349,0.9571737517561445,1,1,60636,63349,0.016491853024605842,0.5049633577614924,2.2553178648730463,"[256, 256, 54]"
ISPY1_1191,ISPY,EXCELLENT,0.8608319158806247,5753,7181,0.8011419022420275,1,4,5753,6861,0.17382235355466713,0.45731319554848965,0.9775106424109702,"[256, 256, 56]"
ISPY1_1193,ISPY,EXCELLENT,0.9162341581170791,8494,8076,1.0517582961862308,1,1,8494,8076,0.1177301624676242,0.44691150163106386,0.5197356073213378,"[256, 256, 64]"
ISPY1_1194,ISPY,EXCELLENT,0.9179536176496135,176104,169286,1.0402750375104852,6,18,176006,169100,0.034070776359423974,0.23944872296915112,2.3565779384658434,"[256, 256, 60]"
ISPY1_1199,ISPY,EXCELLENT,0.9137978851613359,97974,100339,0.976429902630084,2,1,97929,100339,0.02041357911282585,0.40353059408876735,1.5572071265650727,"[256, 256, 64]"
ISPY1_1201,ISPY,EXCELLENT,0.8387042584763558,19413,16304,1.190689401373896,3,1,19269,16304,0.15453562046051614,0.28548529411764706,4.9368208869886985,"[512, 512, 44]"
